year,strip_group,location,strip,event_id,sensor_col,depth_index,depth_inches,logger_position,irrigation_start,irrigation_end,gallons_group,gallons_strip,event_duration_hours,avg_flow_gph_strip,baseline_vwc,peak_vwc,peak_increase,plateau_vwc,plateau_method,bottom_response_delay_hr,time_to_peak_hours,time_to_plateau_hours,lag_after_irrigation_hr,profile_baseline_storage_gal,profile_plateau_storage_gal,event_storage_gal,efficiency_strip,estimated_loss_gal_strip,local_water_diagnostic_method,sensor_profile_baseline_cs650_water_gal,sensor_profile_plateau_cs650_water_gal,sensor_profile_delta_cs650_water_gal,sensor_profile_baseline_legacy_swc_gal,sensor_profile_plateau_legacy_swc_gal,sensor_profile_delta_legacy_swc_gal
2026.00,S3_S4,east,S4,2026-04-21_S3_S4_ed1ed131,VWC_3_raw_S4_B,3,18.00,B,2026-04-21 14:54:00,2026-04-22 08:52:00,221700.00,110850.00,17.97,6169.76,17.57,44.61,27.04,44.59,flat_segment,20.35,20.35,20.60,2.63,11680.08,23016.75,11336.68,0.10,99513.32,cs650_approximate_sensing_volume,1.34,2.66,1.32,0.09,0.17,0.09
2026.00,S3_S4,east,S4,2026-05-08_S3_S4_989607cc,VWC_1_raw_S4_B,1,6.00,B,2026-05-08 09:00:00,2026-05-08 19:14:00,180700.00,90350.00,10.23,8828.99,28.52,45.05,16.53,39.25,flat_segment,8.50,8.50,22.75,12.52,16505.75,21432.23,4926.48,0.05,85423.52,cs650_approximate_sensing_volume,1.88,2.39,0.51,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-05-08_S3_S4_989607cc,VWC_2_raw_S4_B,2,12.00,B,2026-05-08 09:00:00,2026-05-08 19:14:00,180700.00,90350.00,10.23,8828.99,32.73,42.56,9.83,37.04,flat_segment,10.75,10.75,26.00,15.77,16505.75,21432.23,4926.48,0.05,85423.52,cs650_approximate_sensing_volume,1.88,2.36,0.49,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-05-08_S3_S4_989607cc,VWC_3_raw_S4_B,3,18.00,B,2026-05-08 09:00:00,2026-05-08 19:14:00,180700.00,90350.00,10.23,8828.99,29.95,43.43,13.48,42.14,fallback_window,12.50,12.50,16.50,6.27,16505.75,21432.23,4926.48,0.05,85423.52,cs650_approximate_sensing_volume,1.88,2.52,0.65,0.12,0.16,0.04
2026.00,S3_S4,east,S4,2026-05-21_S3_S4_272f948e,VWC_1_raw_S4_B,1,6.00,B,2026-05-21 13:27:00,2026-05-21 19:54:00,119700.00,59850.00,6.45,9279.07,25.92,39.91,13.99,37.68,flat_segment,9.30,9.30,19.30,12.85,16926.79,20547.63,3620.84,0.06,56229.16,cs650_approximate_sensing_volume,1.93,2.34,0.40,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-05-21_S3_S4_272f948e,VWC_2_raw_S4_B,2,12.00,B,2026-05-21 13:27:00,2026-05-21 19:54:00,119700.00,59850.00,6.45,9279.07,32.81,35.13,2.32,35.10,flat_segment,15.55,15.55,15.80,9.35,16926.79,20547.63,3620.84,0.06,56229.16,cs650_approximate_sensing_volume,1.93,2.35,0.42,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-05-21_S3_S4_272f948e,VWC_3_raw_S4_B,3,18.00,B,2026-05-21 13:27:00,2026-05-21 19:54:00,119700.00,59850.00,6.45,9279.07,34.80,41.30,6.50,40.76,flat_segment,10.80,10.80,14.55,8.10,16926.79,20547.63,3620.84,0.06,56229.16,cs650_approximate_sensing_volume,1.93,2.36,0.42,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-06-05_S3_S4_f5beba0a,VWC_1_raw_S4_B,1,6.00,B,2026-06-05 14:19:00,2026-06-05 20:47:00,107800.00,53900.00,6.47,8335.05,22.73,40.39,17.67,40.40,flat_segment,23.68,23.68,23.93,17.47,16751.70,20557.58,3805.89,0.07,50094.11,cs650_approximate_sensing_volume,1.91,2.34,0.43,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-06-05_S3_S4_f5beba0a,VWC_2_raw_S4_B,2,12.00,B,2026-06-05 14:19:00,2026-06-05 20:47:00,107800.00,53900.00,6.47,8335.05,33.35,34.35,1.00,33.52,flat_segment,10.18,10.18,16.43,9.97,16751.70,20557.58,3805.89,0.07,50094.11,cs650_approximate_sensing_volume,1.91,2.34,0.43,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-06-05_S3_S4_f5beba0a,VWC_3_raw_S4_B,3,18.00,B,2026-06-05 14:19:00,2026-06-05 20:47:00,107800.00,53900.00,6.47,8335.05,36.49,40.38,3.90,39.68,flat_segment,12.68,12.68,23.68,17.22,16751.70,20557.58,3805.89,0.07,50094.11,cs650_approximate_sensing_volume,1.91,2.34,0.43,0.12,0.15,0.03
2026.00,S3_S4,east,S4,2026-06-20_S3_S4_47159afc,VWC_1_raw_S4_B,1,6.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,35.78,43.68,7.90,40.37,flat_segment,9.75,9.75,22.75,13.70,19486.40,20995.00,1508.60,0.02,64191.40,cs650_approximate_sensing_volume,2.22,2.46,0.24,0.14,0.16,0.02
2026.00,S3_S4,east,S4,2026-06-20_S3_S4_47159afc,VWC_2_raw_S4_B,2,12.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,34.60,43.96,9.36,36.64,flat_segment,15.00,15.00,28.75,19.70,19486.40,20995.00,1508.60,0.02,64191.40,cs650_approximate_sensing_volume,2.22,2.38,0.16,0.14,0.15,0.01
2026.00,S3_S4,east,S4,2026-06-20_S3_S4_47159afc,VWC_3_raw_S4_B,3,18.00,B,2026-06-20 08:00:00,2026-06-20 17:03:00,131400.00,65700.00,9.05,7259.67,37.30,41.55,4.26,39.00,flat_segment,22.25,22.25,28.25,19.20,19486.40,20995.00,1508.60,0.02,64191.40,cs650_approximate_sensing_volume,2.22,2.38,0.16,0.14,0.15,0.01
2026.00,S3_S4,east,S4,2026-06-27_S3_S4_dc68d0eb,VWC_1_raw_S4_B,1,6.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,36.24,43.19,6.95,41.52,flat_segment,7.17,7.17,14.92,9.43,20659.11,14355.24,1122.04,0.03,32388.96,cs650_approximate_sensing_volume,2.35,2.53,0.18,0.15,0.16,0.01
2026.00,S3_S4,east,S4,2026-06-27_S3_S4_dc68d0eb,VWC_2_raw_S4_B,2,12.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,36.88,44.23,7.35,37.80,flat_segment,13.42,13.42,24.67,19.18,20659.11,14355.24,1122.04,0.03,32388.96,cs650_approximate_sensing_volume,2.35,2.42,0.07,0.15,0.16,0.00
2026.00,S3_S4,east,S4,2026-06-27_S3_S4_dc68d0eb,VWC_3_raw_S4_B,3,18.00,B,2026-06-27 11:05:00,2026-06-27 16:34:00,67022.00,33511.00,5.48,6111.43,41.03,41.29,0.26,,no_peak,4.42,4.42,,,20659.11,14355.24,1122.04,0.03,32388.96,cs650_approximate_sensing_volume,2.35,,,0.15,,
2026.00,S3_S4,east,S4,2026-07-05_S3_S4_b3db7964,VWC_1_raw_S4_B,1,6.00,B,2026-07-05 11:24:00,2026-07-05 18:13:00,113300.00,56650.00,6.82,8310.51,33.06,43.16,10.10,40.70,flat_segment,9.85,9.85,20.10,13.28,18684.50,22058.49,3373.99,0.06,53276.01,cs650_approximate_sensing_volume,2.13,2.38,0.25,0.14,0.15,0.02
2026.00,S3_S4,east,S4,2026-07-05_S3_S4_b3db7964,VWC_2_raw_S4_B,2,12.00,B,2026-07-05 11:24:00,2026-07-05 18:13:00,113300.00,56650.00,6.82,8310.51,33.81,40.87,7.06,40.80,flat_segment,8.60,8.60,8.85,2.03,18684.50,22058.49,3373.99,0.06,53276.01,cs650_approximate_sensing_volume,2.13,2.58,0.45,0.14,0.17,0.03
2026.00,S3_S4,east,S4,2026-07-05_S3_S4_b3db7964,VWC_3_raw_S4_B,3,18.00,B,2026-07-05 11:24:00,2026-07-05 18:13:00,113300.00,56650.00,6.82,8310.51,36.37,41.25,4.88,40.39,flat_segment,9.35,9.35,13.60,6.78,18684.50,22058.49,3373.99,0.06,53276.01,cs650_approximate_sensing_volume,2.13,2.49,0.36,0.14,0.16,0.02
2026.00,S3_S4,east,S4,2026-07-24_S3_S4_d28f9731,VWC_1_raw_S4_B,1,6.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,19.58,26.55,6.98,31.70,flat_segment,23.83,23.83,35.83,28.53,15227.89,18503.98,3276.09,0.10,30848.91,cs650_approximate_sensing_volume,1.73,2.08,0.34,0.11,0.13,0.02
2026.00,S3_S4,east,S4,2026-07-24_S3_S4_d28f9731,VWC_2_raw_S4_B,2,12.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,31.72,32.55,0.83,32.47,flat_segment,14.58,14.58,14.83,7.53,15227.89,18503.98,3276.09,0.10,30848.91,cs650_approximate_sensing_volume,1.73,1.86,0.13,0.11,0.12,0.01
2026.00,S3_S4,east,S4,2026-07-24_S3_S4_d28f9731,VWC_3_raw_S4_B,3,18.00,B,2026-07-24 08:25:00,2026-07-24 15:43:00,68250.00,34125.00,7.30,4674.66,32.85,38.17,5.32,38.07,flat_segment,8.83,8.83,9.83,2.53,15227.89,18503.98,3276.09,0.10,30848.91,cs650_approximate_sensing_volume,1.73,1.78,0.05,0.11,0.12,0.00
2026.00,S3_S4,east,S4,2026-08-14_S3_S4_1912adab,VWC_1_raw_S4_B,1,6.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,22.06,24.08,2.03,24.02,flat_segment,6.33,6.33,6.58,3.22,14021.25,9316.73,579.12,0.03,20770.88,cs650_approximate_sensing_volume,1.60,1.66,0.06,0.10,0.11,0.00
2026.00,S3_S4,east,S4,2026-08-14_S3_S4_1912adab,VWC_2_raw_S4_B,2,12.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,29.20,29.66,0.47,,no_peak,7.58,7.58,,,14021.25,9316.73,579.12,0.03,20770.88,cs650_approximate_sensing_volume,1.60,,,0.10,,
2026.00,S3_S4,east,S4,2026-08-14_S3_S4_1912adab,VWC_3_raw_S4_B,3,18.00,B,2026-08-14 10:25:00,2026-08-14 13:47:00,42700.00,21350.00,3.37,6341.58,26.22,27.52,1.30,27.46,flat_segment,13.58,13.58,14.58,11.22,14021.25,9316.73,579.12,0.03,20770.88,cs650_approximate_sensing_volume,1.60,1.65,0.05,0.10,0.11,0.00
