src_file,leaf,table,frame_len,frame_hex,anchor_off,anchor_sec_le,anchor_iso,signed16_be@20,signed16_be@22,frame_number,tcp_stream
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892a00000200006b33000542fda8804158cdb53ea56b9e3f27018141abf9df3e8c1c4b3f5d8adb41b475663ecb0c8a3f91bcdda541b427a242fdac044157a9743ea530333f26b0ad41ab60563e8c170c3f5d6b6641b4431b3ecb25e03f91b52041b438fd42fdaf884156efc73ea527753f265beb41aaed673e8bf25a3f5c94e041b405733ecb10e93f91bb7541b4280c42fdb30c41567ae03ea532d23f26167241aa83d63e8bd3c33f5cf87e41b3c4823ecb1b643f91c7eb41b3f84d42fdb6904155ea773ea4dc4f3f25cfab41aa0a953e8c0acf3f5c4a2941b382c93ecb375b3f9159d041b404b6013209bd,16,83899243,1992-08-29T01:20:43+00:00,,,57,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092b00000600022c7900006b3800006d97000092c0bd,12,33555968,1991-01-24T09:06:08+00:00,27448,0,58,0
S3T_Table1.tsv,S3T,1,247,bdaffd00011ffd2008892b00000200006b38000542fdba14415597f23ea4ec0a3f25848541a9a63e3e8be53c3f5cc02041b34a773ecb020b3f91d4cd41b3ebeb42fdbcdd984155343c3ea4e5ed3f255cc341a961603e8bdfff3f5bd9e041b2fa1b3ecb1fc13f9197da41b3e40d42fdc11c4154f6583ea49ac63f25262441a91bd43e8b80c13f5c80c641b2c7ce3ecb0e473f91bcdcfe41b3cc5d42fdc4a04154c6353ea49f243f250d3f41a8f4233e8bd6623f5b7b1241b289d93ecb0d693f91bebcdd41b3b1af42fdc82441549cf23ea4a5423f24e88a41a8e28a3e8bdc803f5b4ef141b248233ecb4b713f912fdf41b396ab010ec6bd,20,347798850,2001-01-08T10:47:30+00:00,,,60,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092c00000600022c7900006b3d00006d9700004bd2bd,12,33555968,1991-01-24T09:06:08+00:00,27453,0,61,0
S3T_Table1.tsv,S3T,1,244,bdaffd00011ffd2008892c00000200006b3d000542fdcba84154249b3ea44d013f24d32241a8e6473e8b7e213f5b2aaf41b2067f3ecb45543f913c5341b397d242fdcf2c4154280b3ea445253f24cd7341a8f6c13e8b5c0e3f5b82ef41b1da2e3ecb090a3f91c8ca41b37f0942fdd2b04153ed973ea446e33f24cd7541a925ea3e8b6a073f5b5a4d41b194063ecb47f33f91397c41b35ebb42fdd6344153a5633ea447c23f24c7c941a965873e8b47f43f5a8e4441b15b003ecb43943f913f9941b342f142fdd9b8415378b03ea3f3003f24e0ae41a9e4673e8ace7e3f5bc94741b1291b3ecb49b33f91316641b34059015c64bd,32,584262719,2008-07-07T07:11:59+00:00,,,63,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092d00000600022c7900006b4200006d970000e2b3bd,12,33555968,1991-01-24T09:06:08+00:00,27458,0,64,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892d00000200006b42000542fddd3c415389e23ea3d7ea3f25009141aa5c8b3e8b14663f5aed1341b0f8573ecb44753f91415941b3230d42fde0c0415359bcdd3ea3ce4d3f25293441ab0a373e8b082a3f5aac6941b0c9753ecb11c53f91b1da41b3122742fde44441531f4b3ea3be923f257df641abc4513e8afb0e3f59c62b41b0a4553ecb2bfd3f913c8a41b3014142fde7c84153307c3ea3adf93f25c52e41aca6863e8acd9f3f5a550941b07e0c3ecaf9503f9144d641b2d8b042fdeb4c4152c5e53ea39ffd3f2613d341ada24d3e8b12a73f5975c641b05eee3ecaa80d3f91c00d41b2b9e7011c69bd,20,1021181250,2022-05-12T05:27:30+00:00,,,66,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092e00000600022c7900006b4700006d9700003e78bd,12,33555968,1991-01-24T09:06:08+00:00,27463,0,67,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892e00000200006b47000542fdeed04152c2753ea386a73f268e9941aec03a3e8a48ce3f5ac9b041b04d4d3ecad65c3f91537a41b2b02042fdf2544152a0123ea377cc3f26fcb141afefee3e8ad81b3f58b27b41b03a2b3ecaa48c3f91c7ea41b2999e42fdf5d8415273603ea3bcdcd33f2783b341b14c0a3e8a6ae03f5a090241b02c4f3ecaa48d3f91c70a41b2783142fdf95c41523fcd3ea3a29d3f28042641b2909b3e8a72bf3f59fe8741b032ae3ecaae2b3f91ae5b41b25f7042fdfce04152357c3ea37fa93f28aa2e41b408203e8a4a8c3f59df8141b03f703ecaa2ce3f91cd9741b24ef1019fe2bd,24,1975669313,2052-08-09T13:01:53+00:00,,,69,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd092f00000600022c7900006b4c00006d9700001afdbd,12,33555968,1991-01-24T09:06:08+00:00,27468,0,70,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008892f00000200006b4c000542fe00644151f4273ea3672f3f2928e141b582163e8a29593f595dbe41b039703ecadb9a3f9145f041b22ea442fe03e84151bcdd253ea361133f29c9a941b70d4c3e89c3fb3f5a9ede41b05bf13ecaa64d3f91be4e41b222a042fe076c4151a8833ea390423f2a51fa41b89da13e8a07433f59d26641b071473ecb0e493f90cb2a41b210a542fe0af041519e323ea370ce3f2aedf341ba2a2c3e89f08c3f5a168e41b09b543ecb07493f90e36941b1f29a42fe0e744151717f3ea34f9a3f2b91ca41bbbb293e89e98e3f5a28e941b0ca933eca93f23f91e8e641b1f1e301b9b1bd,20,1677786690,2043-03-02T19:51:30+00:00,,,72,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd093000000600022c7900006b5100006d970000437dbd,12,33555968,1991-01-24T09:06:08+00:00,27473,0,73,0
S3T_Table1.tsv,S3T,1,246,bdaffd00011ffd2008893000000200006b51000542fe11f841516a9f3ea331043f2c1f5a41bcdd47373e8a209a3f597da341b1014f3eca99313f91e1b141b1ea5c42fe157c41515cde3ea363b23f2cb61441bec24e3e8a16fe3f599d1941b142a13eca93123f91ea6e41b1c71542fe19004151672f3ea365723f2d1da041c03e663e8a09023f59c70941b17fc43eca84393f920b3241b1bcdcec42fe1c8441512cbb3ea340be3f2dc9c441c1b6b23e89c15c3f5aa72d41b1cf4e3ecb15453f91a83d41b1d4ef42fe2008415125db3ea32ae53f2e346041c31ccb3e89ae223f5adc7941b212873ecadc7a3f920d9941b1b56a01c1d2bd,32,1511992383,2037-11-29T21:53:03+00:00,,,75,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd093100000600022c7900006b5600006d970000cc72bd,12,33555968,1991-01-24T09:06:08+00:00,27478,0,76,0
S3T_Table1.tsv,S3T,1,244,bdaffd00011ffd2008893100000200006b56000542fe238c4151226b3ea315ee3f2e971e41c473593e899d893f5b115641b267b33ecabec23f923e5041b1a48c42fe27104151302b3ea2fd773f2f076741c5b3093e894d243f5c060241b2d0113ecb004d3f91d61d41b1a72d42fe2a9441515cde3ea2f13c3f2f3bd341c6e6d63e8970173f5b94d941b32a843ecafb0f3f91ddfb41b1abab42fe2e184151415c3ea2dfc03f2f91e641c7fb673e89984b3f5b203241b399553ecaf7903f91e8ae41b198eb42fe319c4151672f3ea2ce473f2fd9fd41c8f8963e89ed0d3f5b264f41b3f5553ecae9943f92090341b1a72501d4c2bd,24,1797411137,2046-12-16T08:52:17+00:00,,,78,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd093200000600022c7900006b5b00006d970000b000bd,12,33555968,1991-01-24T09:06:08+00:00,27483,0,79,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008893200000200006b5b000542fe35204151604e3ea2c2eb3f30195741c9d4743e89a3a63f5c6a7f41b45b2a3ecace7e3f92893e41b1b7aa42fe38a441514f1e3ea2bb0c3f3031ce41caa75f3e89cafa3f5bf1e941b4d2353ecb375a3f923c5a41b1afc642fe3c28415189903ea2b4ef3f3054c241cb68113e89fb063f5b8acd41b544123ecb020d3f92b83541b1c53242fe3fac415193e23ea2afb03f30720741cbf20b3e8a4b6b3f5bd19441b5bcdd193ecae6163f92f64041b1d24e42fe43304151abf33ea2adf03f307ac541cc783c3e8a2a373f5c399141b625fd3ecadabb3f930da041b1ee2101f0dbbd,32,1461268543,2036-04-21T19:55:43+00:00,,,81,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd093300000600022c7900006b6000006d97000044a7bd,12,33555968,1991-01-24T09:06:08+00:00,27488,0,82,0
S3T_Table1.tsv,S3T,1,245,bdaffd00011ffd2008893300000200006b60000542fe46b4415201e93ea241973f308a7f41ccb90a3e8a0e413f5d399941b6a6343ecadc7a3f930ac941b1fa7b42fe4a384152320c3ea247b53f306fda41cd018b3e89f9493f5e425b41b716af3ecb0c893f93455541b205c342fe4dbcdc4151a8833ea244373f3083f241cd274e3e8a18be3f5de07d41b780be3ecb53513f92dbd141b21c9f42fe5140414ff3d83ea24dd23f3050d341cd50223e8a1dfd3f5ef7ac41b7ead73ecb11c63f9372c441b246af42fe54c4414f6a503ea250713f30457941cd46953e8a209b3f5f393441b85e5f3ecb39193f931a1541b250720187b4bd,32,2139762751,2057-10-21T18:32:31+00:00,,,84,0
S3T_Table1.tsv,S3T,1,31,bda0016ffd10080ffd093400000600022c7900006b6500006d9700009f93bd,12,33555968,1991-01-24T09:06:08+00:00,27493,0,85,0
